schedule_id,staff_id,staff_name,role,shift_date,shift_start,shift_end,assigned_unit,assigned_area
SCH00000483,STF5360, Jones,Respiratory Therapist,2026-01-16,23:00,07:00,ICU,ICU - Zone C
SCH00000484,STF6407, Jones,Pharmacist,2026-01-16,19:00,07:00,ICU,ICU - Zone C
SCH00000485,STF4532, Brown,Pharmacist,2026-01-16,15:00,23:00,ICU,ICU - Zone A
SCH00000486,STF5574,Dr. Smith,PA,2026-01-16,07:00,15:00,ICU,ICU - Zone C
SCH00000487,STF4215, Brown,NP,2026-01-16,07:00,15:00,ICU,ICU - Zone B
SCH00000488,STF2491,Dr. Smith,Physical Therapist,2026-01-16,07:00,19:00,ICU,ICU - Zone C
SCH00000489,STF4764,Nurse Brown,Respiratory Therapist,2026-01-16,07:00,19:00,ICU,ICU - Zone C
SCH00000490,STF3215, Johnson,RN,2026-01-16,23:00,07:00,ICU,ICU - Zone A
SCH00000491,STF3071, Jones,Physician,2026-01-16,07:00,19:00,ICU,ICU - Zone C
SCH00000492,STF2215,Dr. Williams,Physician,2026-01-16,23:00,07:00,ICU,ICU - Zone C
SCH00000493,STF9602,Nurse Williams,Respiratory Therapist,2026-01-16,07:00,19:00,ICU,ICU - Zone B
SCH00000494,STF9993,Nurse Brown,CNA,2026-01-16,19:00,07:00,ICU,ICU - Zone A
SCH00000495,STF4363, Smith,CNA,2026-01-16,19:00,07:00,ICU,ICU - Zone C
SCH00000496,STF9486,Dr. Brown,CNA,2026-01-16,23:00,07:00,ICU,ICU - Zone B
SCH00000497,STF9957,Dr. Williams,LPN,2026-01-16,07:00,15:00,ICU,ICU - Zone B
SCH00000498,STF6532,Dr. Smith,RN,2026-01-16,07:00,19:00,ICU,ICU - Zone A
SCH00000499,STF1497, Jones,LPN,2026-01-16,07:00,15:00,ICU,ICU - Zone A
SCH00000500,STF2328,Dr. Brown,LPN,2026-01-16,19:00,07:00,ICU,ICU - Zone B
SCH00000501,STF9831, Jones,PA,2026-01-16,07:00,19:00,ICU,ICU - Zone C
SCH00000502,STF1423,Nurse Smith,CNA,2026-01-16,07:00,15:00,ICU,ICU - Zone B
SCH00000503,STF9257,Dr. Smith,Resident,2026-01-16,07:00,15:00,ICU,ICU - Zone B
SCH00000504,STF9847, Smith,Pharmacist,2026-01-16,07:00,15:00,Medical/Surgical,Medical/Surgical - Zone B
SCH00000505,STF3467, Smith,CNA,2026-01-16,07:00,15:00,Medical/Surgical,Medical/Surgical - Zone C
SCH00000506,STF6146, Brown,NP,2026-01-16,15:00,23:00,Medical/Surgical,Medical/Surgical - Zone A
SCH00000507,STF8656,Dr. Smith,RN,2026-01-16,07:00,19:00,Medical/Surgical,Medical/Surgical - Zone C
SCH00000508,STF5280, Williams,Physician,2026-01-16,15:00,23:00,Medical/Surgical,Medical/Surgical - Zone B
SCH00000509,STF2453, Johnson,PA,2026-01-16,23:00,07:00,Medical/Surgical,Medical/Surgical - Zone B
SCH00000510,STF7638,Dr. Brown,NP,2026-01-16,23:00,07:00,Medical/Surgical,Medical/Surgical - Zone A
SCH00000511,STF3445,Nurse Williams,Resident,2026-01-16,23:00,07:00,Medical/Surgical,Medical/Surgical - Zone A
SCH00000512,STF1802, Brown,PA,2026-01-16,07:00,15:00,Medical/Surgical,Medical/Surgical - Zone A
SCH00000513,STF1686,Nurse Smith,Respiratory Therapist,2026-01-16,07:00,19:00,Medical/Surgical,Medical/Surgical - Zone C
SCH00000514,STF7663, Jones,Physician,2026-01-16,19:00,07:00,Medical/Surgical,Medical/Surgical - Zone B
SCH00000515,STF8537, Jones,Physical Therapist,2026-01-16,07:00,15:00,Medical/Surgical,Medical/Surgical - Zone A
SCH00000516,STF4027,Nurse Smith,CNA,2026-01-16,07:00,19:00,Medical/Surgical,Medical/Surgical - Zone A
SCH00000517,STF3005,Dr. Jones,NP,2026-01-16,07:00,15:00,Medical/Surgical,Medical/Surgical - Zone C
SCH00000518,STF5286,Nurse Brown,Resident,2026-01-16,19:00,07:00,Pediatrics,Pediatrics - Zone C
SCH00000519,STF5079, Johnson,Respiratory Therapist,2026-01-16,19:00,07:00,Pediatrics,Pediatrics - Zone B
SCH00000520,STF9656,Dr. Johnson,LPN,2026-01-16,15:00,23:00,Pediatrics,Pediatrics - Zone B
SCH00000521,STF2073, Williams,CNA,2026-01-16,15:00,23:00,Pediatrics,Pediatrics - Zone C
SCH00000522,STF3799, Williams,Respiratory Therapist,2026-01-16,23:00,07:00,Pediatrics,Pediatrics - Zone C
SCH00000523,STF7678,Dr. Brown,Resident,2026-01-16,19:00,07:00,Pediatrics,Pediatrics - Zone A
SCH00000524,STF3138,Dr. Smith,PA,2026-01-16,23:00,07:00,Pediatrics,Pediatrics - Zone B
SCH00000525,STF6072,Dr. Brown,Resident,2026-01-16,07:00,19:00,Pediatrics,Pediatrics - Zone B
SCH00000526,STF5777,Nurse Williams,NP,2026-01-16,19:00,07:00,Pediatrics,Pediatrics - Zone B
SCH00000527,STF1693, Williams,CNA,2026-01-16,15:00,23:00,Pediatrics,Pediatrics - Zone A
SCH00000528,STF9904, Smith,CNA,2026-01-16,07:00,15:00,Emergency Department,Emergency Department - Zone A
SCH00000529,STF2386,Nurse Williams,Pharmacist,2026-01-16,15:00,23:00,Emergency Department,Emergency Department - Zone B
SCH00000530,STF5761, Smith,Respiratory Therapist,2026-01-16,23:00,07:00,Emergency Department,Emergency Department - Zone C
SCH00000531,STF4700, Jones,LPN,2026-01-16,07:00,15:00,Emergency Department,Emergency Department - Zone A
SCH00000532,STF9499, Johnson,CNA,2026-01-16,07:00,15:00,Emergency Department,Emergency Department - Zone B
SCH00000533,STF8629, Williams,Physical Therapist,2026-01-16,07:00,19:00,Emergency Department,Emergency Department - Zone C
SCH00000534,STF1615,Dr. Johnson,Resident,2026-01-16,07:00,19:00,Emergency Department,Emergency Department - Zone B
SCH00000535,STF4541, Williams,Physician,2026-01-16,07:00,15:00,Emergency Department,Emergency Department - Zone A
SCH00000536,STF6162,Dr. Johnson,LPN,2026-01-16,15:00,23:00,Emergency Department,Emergency Department - Zone C
SCH00000537,STF2674, Brown,LPN,2026-01-16,07:00,19:00,Emergency Department,Emergency Department - Zone C
SCH00000538,STF9621,Dr. Jones,Pharmacist,2026-01-16,07:00,19:00,Emergency Department,Emergency Department - Zone C
SCH00000539,STF4254, Johnson,Physician,2026-01-16,23:00,07:00,Emergency Department,Emergency Department - Zone A
SCH00000540,STF9070, Williams,Physician,2026-01-16,19:00,07:00,Emergency Department,Emergency Department - Zone B
SCH00000541,STF4698, Smith,RN,2026-01-16,15:00,23:00,Emergency Department,Emergency Department - Zone A
SCH00000542,STF2374,Nurse Brown,Physical Therapist,2026-01-16,23:00,07:00,Emergency Department,Emergency Department - Zone B
SCH00000543,STF2561, Jones,Pharmacist,2026-01-16,23:00,07:00,Emergency Department,Emergency Department - Zone B
SCH00000544,STF1137,Dr. Smith,RN,2026-01-16,19:00,07:00,Emergency Department,Emergency Department - Zone A
SCH00000545,STF2748, Johnson,PA,2026-01-16,15:00,23:00,Emergency Department,Emergency Department - Zone A
SCH00000546,STF9583,Nurse Williams,RN,2026-01-16,19:00,07:00,Emergency Department,Emergency Department - Zone C
SCH00000547,STF8737,Nurse Jones,Pharmacist,2026-01-16,07:00,15:00,Emergency Department,Emergency Department - Zone C
SCH00000548,STF7807,Dr. Brown,RN,2026-01-16,23:00,07:00,Telemetry,Telemetry - Zone C
SCH00000549,STF7027,Dr. Smith,Physical Therapist,2026-01-16,07:00,15:00,Telemetry,Telemetry - Zone A
SCH00000550,STF6099, Jones,Physical Therapist,2026-01-16,07:00,19:00,Telemetry,Telemetry - Zone A
SCH00000551,STF5699,Dr. Johnson,LPN,2026-01-16,23:00,07:00,Telemetry,Telemetry - Zone B
SCH00000552,STF7504,Dr. Jones,Respiratory Therapist,2026-01-16,15:00,23:00,Telemetry,Telemetry - Zone B
SCH00000553,STF3282, Johnson,NP,2026-01-16,19:00,07:00,Telemetry,Telemetry - Zone A
SCH00000554,STF4532,Dr. Smith,Physical Therapist,2026-01-16,23:00,07:00,Telemetry,Telemetry - Zone C
SCH00000555,STF4934,Nurse Brown,Pharmacist,2026-01-16,07:00,15:00,Telemetry,Telemetry - Zone B
SCH00000556,STF2257, Williams,LPN,2026-01-16,07:00,15:00,Telemetry,Telemetry - Zone A
SCH00000557,STF3130, Smith,Respiratory Therapist,2026-01-16,23:00,07:00,Telemetry,Telemetry - Zone B
SCH00000558,STF7010,Nurse Brown,RN,2026-01-16,07:00,15:00,Telemetry,Telemetry - Zone A
SCH00000559,STF8023, Smith,NP,2026-01-16,07:00,19:00,Telemetry,Telemetry - Zone C
SCH00000560,STF2908,Dr. Johnson,CNA,2026-01-16,15:00,23:00,Telemetry,Telemetry - Zone A
SCH00000561,STF9523,Nurse Jones,Physician,2026-01-16,07:00,15:00,Oncology,Oncology - Zone B
SCH00000562,STF2448, Brown,RN,2026-01-16,15:00,23:00,Oncology,Oncology - Zone A
SCH00000563,STF2190,Dr. Johnson,PA,2026-01-16,19:00,07:00,Oncology,Oncology - Zone A
SCH00000564,STF5161,Nurse Jones,PA,2026-01-16,07:00,15:00,Oncology,Oncology - Zone A
SCH00000565,STF4004,Nurse Brown,NP,2026-01-16,23:00,07:00,Oncology,Oncology - Zone A
SCH00000566,STF7954,Dr. Jones,Respiratory Therapist,2026-01-16,19:00,07:00,Oncology,Oncology - Zone C
SCH00000567,STF5321,Dr. Williams,Resident,2026-01-16,07:00,19:00,Oncology,Oncology - Zone A
SCH00000568,STF1081,Nurse Williams,Respiratory Therapist,2026-01-16,15:00,23:00,Oncology,Oncology - Zone A
SCH00000569,STF4889, Johnson,Pharmacist,2026-01-16,23:00,07:00,Oncology,Oncology - Zone C
SCH00000570,STF7675, Williams,RN,2026-01-16,19:00,07:00,Oncology,Oncology - Zone A
SCH00000571,STF3033,Nurse Brown,RN,2026-01-16,07:00,19:00,Oncology,Oncology - Zone C
SCH00000572,STF1778, Smith,Respiratory Therapist,2026-01-16,07:00,15:00,Step-Down Unit,Step-Down Unit - Zone C
SCH00000573,STF5740,Dr. Brown,Resident,2026-01-16,23:00,07:00,Step-Down Unit,Step-Down Unit - Zone A
SCH00000574,STF5181, Jones,Physical Therapist,2026-01-16,19:00,07:00,Step-Down Unit,Step-Down Unit - Zone B
SCH00000575,STF7893, Williams,Physical Therapist,2026-01-16,23:00,07:00,Step-Down Unit,Step-Down Unit - Zone B
SCH00000576,STF8474,Dr. Jones,LPN,2026-01-16,23:00,07:00,Step-Down Unit,Step-Down Unit - Zone B
SCH00000577,STF6999, Johnson,Physical Therapist,2026-01-16,15:00,23:00,Step-Down Unit,Step-Down Unit - Zone C
SCH00000578,STF3407,Nurse Smith,PA,2026-01-16,23:00,07:00,Step-Down Unit,Step-Down Unit - Zone A
SCH00000579,STF9199,Dr. Johnson,Resident,2026-01-16,23:00,07:00,Step-Down Unit,Step-Down Unit - Zone C
SCH00000580,STF4119,Nurse Johnson,LPN,2026-01-16,19:00,07:00,Step-Down Unit,Step-Down Unit - Zone A
SCH00000581,STF8043,Dr. Brown,NP,2026-01-16,23:00,07:00,Step-Down Unit,Step-Down Unit - Zone C
SCH00000582,STF8749,Dr. Brown,CNA,2026-01-17,15:00,23:00,ICU,ICU - Zone C
SCH00000583,STF7843, Johnson,RN,2026-01-17,15:00,23:00,ICU,ICU - Zone A
SCH00000584,STF6070, Johnson,Respiratory Therapist,2026-01-17,19:00,07:00,ICU,ICU - Zone C
SCH00000585,STF6337,Dr. Jones,Physical Therapist,2026-01-17,07:00,15:00,ICU,ICU - Zone C
SCH00000586,STF3269,Dr. Williams,Respiratory Therapist,2026-01-17,07:00,19:00,ICU,ICU - Zone B
SCH00000587,STF7676, Jones,LPN,2026-01-17,19:00,07:00,ICU,ICU - Zone C
SCH00000588,STF8113,Dr. Brown,PA,2026-01-17,07:00,19:00,ICU,ICU - Zone C
SCH00000589,STF6877, Williams,Respiratory Therapist,2026-01-17,19:00,07:00,ICU,ICU - Zone B
SCH00000590,STF2531,Nurse Williams,Respiratory Therapist,2026-01-17,15:00,23:00,ICU,ICU - Zone C
SCH00000591,STF7667, Brown,LPN,2026-01-17,19:00,07:00,ICU,ICU - Zone A
SCH00000592,STF2609,Nurse Jones,CNA,2026-01-17,19:00,07:00,Medical/Surgical,Medical/Surgical - Zone C
SCH00000593,STF6518,Nurse Brown,LPN,2026-01-17,07:00,15:00,Medical/Surgical,Medical/Surgical - Zone A
SCH00000594,STF9871,Nurse Jones,CNA,2026-01-17,19:00,07:00,Medical/Surgical,Medical/Surgical - Zone C
SCH00000595,STF5454,Nurse Johnson,RN,2026-01-17,07:00,19:00,Medical/Surgical,Medical/Surgical - Zone A
SCH00000596,STF1016, Brown,RN,2026-01-17,23:00,07:00,Medical/Surgical,Medical/Surgical - Zone B
SCH00000597,STF7378,Nurse Jones,LPN,2026-01-17,07:00,19:00,Medical/Surgical,Medical/Surgical - Zone A
SCH00000598,STF4310,Dr. Jones,LPN,2026-01-17,07:00,19:00,Medical/Surgical,Medical/Surgical - Zone C
SCH00000599,STF6486,Nurse Jones,RN,2026-01-17,07:00,19:00,Medical/Surgical,Medical/Surgical - Zone A
SCH00000600,STF1917,Nurse Jones,Physical Therapist,2026-01-17,07:00,15:00,Medical/Surgical,Medical/Surgical - Zone A
SCH00000601,STF2198,Nurse Johnson,PA,2026-01-17,07:00,19:00,Medical/Surgical,Medical/Surgical - Zone B
SCH00000602,STF9549, Brown,Physician,2026-01-17,23:00,07:00,Medical/Surgical,Medical/Surgical - Zone B
SCH00000603,STF3353, Williams,RN,2026-01-17,07:00,15:00,Medical/Surgical,Medical/Surgical - Zone A
SCH00000604,STF5425,Nurse Jones,RN,2026-01-17,15:00,23:00,Medical/Surgical,Medical/Surgical - Zone B
SCH00000605,STF5612, Brown,NP,2026-01-17,19:00,07:00,Medical/Surgical,Medical/Surgical - Zone A
SCH00000606,STF3289,Dr. Jones,NP,2026-01-17,15:00,23:00,Medical/Surgical,Medical/Surgical - Zone C
SCH00000607,STF3247,Dr. Brown,PA,2026-01-17,07:00,19:00,Medical/Surgical,Medical/Surgical - Zone C
SCH00000608,STF8768, Jones,NP,2026-01-17,07:00,19:00,Medical/Surgical,Medical/Surgical - Zone A
SCH00000609,STF2094, Jones,Resident,2026-01-17,07:00,19:00,Medical/Surgical,Medical/Surgical - Zone B
SCH00000610,STF5305,Dr. Brown,LPN,2026-01-17,19:00,07:00,Medical/Surgical,Medical/Surgical - Zone A
SCH00000611,STF4802,Nurse Johnson,LPN,2026-01-17,19:00,07:00,Medical/Surgical,Medical/Surgical - Zone B
SCH00000612,STF4319,Nurse Jones,PA,2026-01-17,15:00,23:00,Medical/Surgical,Medical/Surgical - Zone A
SCH00000613,STF2296,Dr. Smith,Pharmacist,2026-01-17,07:00,19:00,Medical/Surgical,Medical/Surgical - Zone A
SCH00000614,STF2287,Nurse Smith,Physical Therapist,2026-01-17,19:00,07:00,Medical/Surgical,Medical/Surgical - Zone A
SCH00000615,STF7912,Nurse Johnson,Physician,2026-01-17,23:00,07:00,Pediatrics,Pediatrics - Zone C
SCH00000616,STF8663,Nurse Brown,Pharmacist,2026-01-17,23:00,07:00,Pediatrics,Pediatrics - Zone C
SCH00000617,STF2986,Dr. Jones,Physician,2026-01-17,19:00,07:00,Pediatrics,Pediatrics - Zone B
SCH00000618,STF5861,Dr. Johnson,Resident,2026-01-17,07:00,15:00,Pediatrics,Pediatrics - Zone C
SCH00000619,STF6292,Nurse Jones,RN,2026-01-17,19:00,07:00,Pediatrics,Pediatrics - Zone B
SCH00000620,STF1704,Nurse Smith,LPN,2026-01-17,15:00,23:00,Pediatrics,Pediatrics - Zone B
SCH00000621,STF4874,Nurse Smith,Pharmacist,2026-01-17,19:00,07:00,Pediatrics,Pediatrics - Zone C
SCH00000622,STF7526,Dr. Brown,Pharmacist,2026-01-17,23:00,07:00,Pediatrics,Pediatrics - Zone A
SCH00000623,STF9186,Dr. Smith,Respiratory Therapist,2026-01-17,19:00,07:00,Pediatrics,Pediatrics - Zone A
SCH00000624,STF3645, Johnson,LPN,2026-01-17,15:00,23:00,Pediatrics,Pediatrics - Zone C
SCH00000625,STF2676,Nurse Johnson,Physician,2026-01-17,07:00,15:00,Pediatrics,Pediatrics - Zone C
SCH00000626,STF9947, Jones,PA,2026-01-17,15:00,23:00,Pediatrics,Pediatrics - Zone C
SCH00000627,STF8175, Johnson,Physician,2026-01-17,15:00,23:00,Pediatrics,Pediatrics - Zone A
SCH00000628,STF2883, Williams,Respiratory Therapist,2026-01-17,19:00,07:00,Pediatrics,Pediatrics - Zone C
SCH00000629,STF7691, Brown,RN,2026-01-17,07:00,15:00,Pediatrics,Pediatrics - Zone A
SCH00000630,STF1375, Brown,Pharmacist,2026-01-17,23:00,07:00,Pediatrics,Pediatrics - Zone C
SCH00000631,STF7599, Smith,LPN,2026-01-17,15:00,23:00,Pediatrics,Pediatrics - Zone B
SCH00000632,STF9134,Dr. Smith,Physician,2026-01-17,15:00,23:00,Emergency Department,Emergency Department - Zone C
SCH00000633,STF6981,Dr. Smith,RN,2026-01-17,15:00,23:00,Emergency Department,Emergency Department - Zone C
SCH00000634,STF3800,Nurse Williams,CNA,2026-01-17,19:00,07:00,Emergency Department,Emergency Department - Zone C
SCH00000635,STF3608, Williams,LPN,2026-01-17,15:00,23:00,Emergency Department,Emergency Department - Zone C
SCH00000636,STF1243,Dr. Williams,PA,2026-01-17,23:00,07:00,Emergency Department,Emergency Department - Zone B
SCH00000637,STF7634,Dr. Jones,Physical Therapist,2026-01-17,19:00,07:00,Emergency Department,Emergency Department - Zone C
SCH00000638,STF3854,Nurse Jones,LPN,2026-01-17,23:00,07:00,Emergency Department,Emergency Department - Zone A
SCH00000639,STF7519, Jones,Pharmacist,2026-01-17,23:00,07:00,Emergency Department,Emergency Department - Zone A
SCH00000640,STF9753, Jones,Resident,2026-01-17,19:00,07:00,Emergency Department,Emergency Department - Zone B
SCH00000641,STF9877,Dr. Johnson,Resident,2026-01-17,23:00,07:00,Emergency Department,Emergency Department - Zone A
SCH00000642,STF1619, Johnson,PA,2026-01-17,07:00,19:00,Emergency Department,Emergency Department - Zone C
SCH00000643,STF9884, Williams,NP,2026-01-17,23:00,07:00,Emergency Department,Emergency Department - Zone C
SCH00000644,STF9312, Williams,Resident,2026-01-17,19:00,07:00,Emergency Department,Emergency Department - Zone B
SCH00000645,STF9391,Dr. Williams,Respiratory Therapist,2026-01-17,07:00,19:00,Emergency Department,Emergency Department - Zone C
SCH00000646,STF6681,Nurse Smith,Pharmacist,2026-01-17,23:00,07:00,Emergency Department,Emergency Department - Zone C
SCH00000647,STF8231,Dr. Jones,LPN,2026-01-17,07:00,15:00,Emergency Department,Emergency Department - Zone A
SCH00000648,STF7580,Dr. Jones,Pharmacist,2026-01-17,15:00,23:00,Emergency Department,Emergency Department - Zone B
SCH00000649,STF4059,Nurse Brown,RN,2026-01-17,23:00,07:00,Emergency Department,Emergency Department - Zone B
SCH00000650,STF2277, Brown,Physical Therapist,2026-01-17,07:00,19:00,Emergency Department,Emergency Department - Zone C
SCH00000651,STF9108,Nurse Jones,Physical Therapist,2026-01-17,23:00,07:00,Emergency Department,Emergency Department - Zone B
SCH00000652,STF3456, Brown,Physical Therapist,2026-01-17,23:00,07:00,Emergency Department,Emergency Department - Zone B
SCH00000653,STF3521, Johnson,CNA,2026-01-17,07:00,15:00,Emergency Department,Emergency Department - Zone C
SCH00000654,STF1625, Smith,Respiratory Therapist,2026-01-17,07:00,15:00,Telemetry,Telemetry - Zone C
SCH00000655,STF7530,Dr. Williams,CNA,2026-01-17,19:00,07:00,Telemetry,Telemetry - Zone B
SCH00000656,STF1489, Jones,PA,2026-01-17,15:00,23:00,Telemetry,Telemetry - Zone B
SCH00000657,STF6437,Dr. Smith,Pharmacist,2026-01-17,23:00,07:00,Telemetry,Telemetry - Zone A
SCH00000658,STF3751, Williams,Resident,2026-01-17,23:00,07:00,Telemetry,Telemetry - Zone A
SCH00000659,STF7136, Brown,Resident,2026-01-17,07:00,15:00,Telemetry,Telemetry - Zone A
SCH00000660,STF8547,Dr. Williams,Physical Therapist,2026-01-17,15:00,23:00,Telemetry,Telemetry - Zone A
SCH00000661,STF5819,Dr. Jones,CNA,2026-01-17,19:00,07:00,Telemetry,Telemetry - Zone C
SCH00000662,STF5411, Jones,NP,2026-01-17,19:00,07:00,Telemetry,Telemetry - Zone A
SCH00000663,STF2689,Nurse Smith,PA,2026-01-17,15:00,23:00,Telemetry,Telemetry - Zone A
SCH00000664,STF6371, Brown,CNA,2026-01-17,23:00,07:00,Telemetry,Telemetry - Zone B
SCH00000665,STF3914, Johnson,PA,2026-01-17,15:00,23:00,Telemetry,Telemetry - Zone A
SCH00000666,STF7613,Dr. Williams,Physical Therapist,2026-01-17,19:00,07:00,Telemetry,Telemetry - Zone C
SCH00000667,STF9679,Dr. Jones,Physical Therapist,2026-01-17,07:00,15:00,Telemetry,Telemetry - Zone A
SCH00000668,STF2740,Nurse Smith,Respiratory Therapist,2026-01-17,15:00,23:00,Telemetry,Telemetry - Zone B
SCH00000669,STF9022, Williams,Respiratory Therapist,2026-01-17,07:00,15:00,Telemetry,Telemetry - Zone B
SCH00000670,STF1256, Williams,Physical Therapist,2026-01-17,07:00,15:00,Telemetry,Telemetry - Zone B
SCH00000671,STF5287,Nurse Jones,Physician,2026-01-17,07:00,19:00,Telemetry,Telemetry - Zone A
SCH00000672,STF2965,Dr. Brown,Respiratory Therapist,2026-01-17,23:00,07:00,Telemetry,Telemetry - Zone A
SCH00000673,STF8933, Williams,CNA,2026-01-17,07:00,19:00,Telemetry,Telemetry - Zone A
SCH00000674,STF4866,Nurse Johnson,Resident,2026-01-17,07:00,19:00,Telemetry,Telemetry - Zone A
SCH00000675,STF7463,Nurse Brown,Resident,2026-01-17,07:00,19:00,Telemetry,Telemetry - Zone B
SCH00000676,STF2761,Dr. Johnson,PA,2026-01-17,07:00,15:00,Telemetry,Telemetry - Zone A
SCH00000677,STF3842,Nurse Brown,PA,2026-01-17,23:00,07:00,Telemetry,Telemetry - Zone A
SCH00000678,STF9593,Nurse Williams,LPN,2026-01-17,19:00,07:00,Telemetry,Telemetry - Zone B
SCH00000679,STF1263, Smith,Physical Therapist,2026-01-17,07:00,15:00,Oncology,Oncology - Zone A
SCH00000680,STF5644,Dr. Brown,LPN,2026-01-17,07:00,19:00,Oncology,Oncology - Zone B
SCH00000681,STF7273, Jones,Physical Therapist,2026-01-17,23:00,07:00,Oncology,Oncology - Zone A
SCH00000682,STF9580, Johnson,Pharmacist,2026-01-17,23:00,07:00,Oncology,Oncology - Zone A
SCH00000683,STF8831,Dr. Johnson,RN,2026-01-17,07:00,15:00,Oncology,Oncology - Zone B
SCH00000684,STF9425,Nurse Johnson,Respiratory Therapist,2026-01-17,23:00,07:00,Oncology,Oncology - Zone B
SCH00000685,STF3242,Nurse Smith,PA,2026-01-17,23:00,07:00,Oncology,Oncology - Zone B
SCH00000686,STF6315,Nurse Jones,Physical Therapist,2026-01-17,23:00,07:00,Oncology,Oncology - Zone B
SCH00000687,STF8245,Dr. Brown,Resident,2026-01-17,07:00,15:00,Oncology,Oncology - Zone A
SCH00000688,STF6535, Williams,Respiratory Therapist,2026-01-17,07:00,15:00,Oncology,Oncology - Zone C
SCH00000689,STF9869,Nurse Williams,PA,2026-01-17,23:00,07:00,Oncology,Oncology - Zone B
SCH00000690,STF3912, Smith,Respiratory Therapist,2026-01-17,19:00,07:00,Step-Down Unit,Step-Down Unit - Zone B
SCH00000691,STF2359,Dr. Smith,NP,2026-01-17,07:00,15:00,Step-Down Unit,Step-Down Unit - Zone A
SCH00000692,STF1645,Nurse Johnson,RN,2026-01-17,19:00,07:00,Step-Down Unit,Step-Down Unit - Zone B
SCH00000693,STF4802, Smith,LPN,2026-01-17,19:00,07:00,Step-Down Unit,Step-Down Unit - Zone A
SCH00000694,STF6340,Dr. Williams,PA,2026-01-17,07:00,19:00,Step-Down Unit,Step-Down Unit - Zone A
SCH00000695,STF6569,Dr. Brown,Pharmacist,2026-01-17,07:00,19:00,Step-Down Unit,Step-Down Unit - Zone C
SCH00000696,STF3984,Nurse Jones,LPN,2026-01-17,07:00,15:00,Step-Down Unit,Step-Down Unit - Zone B
SCH00000697,STF9598, Jones,Physical Therapist,2026-01-17,15:00,23:00,Step-Down Unit,Step-Down Unit - Zone B
SCH00000698,STF9038,Dr. Brown,CNA,2026-01-17,15:00,23:00,Step-Down Unit,Step-Down Unit - Zone C
SCH00000699,STF8356,Nurse Johnson,Pharmacist,2026-01-17,07:00,15:00,Step-Down Unit,Step-Down Unit - Zone C
SCH00000700,STF1104, Johnson,CNA,2026-01-17,07:00,15:00,Step-Down Unit,Step-Down Unit - Zone C
SCH00000701,STF7042, Johnson,Resident,2026-01-17,19:00,07:00,Step-Down Unit,Step-Down Unit - Zone A
SCH00000702,STF3832,Dr. Johnson,Respiratory Therapist,2026-01-17,07:00,19:00,Step-Down Unit,Step-Down Unit - Zone C
SCH00000703,STF2030,Dr. Smith,CNA,2026-01-17,19:00,07:00,Step-Down Unit,Step-Down Unit - Zone C
SCH00000704,STF5994,Nurse Smith,Physical Therapist,2026-01-17,07:00,19:00,Step-Down Unit,Step-Down Unit - Zone A
SCH00000705,STF2472,Nurse Brown,Respiratory Therapist,2026-01-17,19:00,07:00,Step-Down Unit,Step-Down Unit - Zone B
SCH00000706,STF3623,Nurse Smith,Physician,2026-01-17,23:00,07:00,Step-Down Unit,Step-Down Unit - Zone B
SCH00000707,STF9724, Smith,CNA,2026-01-17,15:00,23:00,Step-Down Unit,Step-Down Unit - Zone B
SCH00000708,STF8471,Nurse Brown,CNA,2026-01-17,19:00,07:00,Step-Down Unit,Step-Down Unit - Zone B
SCH00000709,STF5265,Nurse Brown,PA,2026-01-18,23:00,07:00,ICU,ICU - Zone C
SCH00000710,STF3222,Dr. Williams,NP,2026-01-18,19:00,07:00,ICU,ICU - Zone C
SCH00000711,STF3333, Brown,Physical Therapist,2026-01-18,07:00,19:00,ICU,ICU - Zone C
SCH00000712,STF7265,Dr. Brown,Respiratory Therapist,2026-01-18,19:00,07:00,ICU,ICU - Zone C
SCH00000713,STF1869,Nurse Smith,Respiratory Therapist,2026-01-18,19:00,07:00,ICU,ICU - Zone C
SCH00000714,STF8680, Johnson,CNA,2026-01-18,07:00,19:00,ICU,ICU - Zone B
SCH00000715,STF4249, Jones,Pharmacist,2026-01-18,19:00,07:00,ICU,ICU - Zone C
SCH00000716,STF4049,Dr. Johnson,RN,2026-01-18,07:00,15:00,ICU,ICU - Zone A
SCH00000717,STF4507, Brown,NP,2026-01-18,19:00,07:00,ICU,ICU - Zone A
SCH00000718,STF6356,Nurse Johnson,Physical Therapist,2026-01-18,07:00,19:00,ICU,ICU - Zone C
SCH00000719,STF3357, Williams,Physician,2026-01-18,19:00,07:00,ICU,ICU - Zone B
SCH00000720,STF5006,Nurse Jones,Physical Therapist,2026-01-18,23:00,07:00,ICU,ICU - Zone A
SCH00000721,STF6047,Nurse Brown,Resident,2026-01-18,15:00,23:00,ICU,ICU - Zone A
SCH00000722,STF9078,Nurse Johnson,Physician,2026-01-18,19:00,07:00,ICU,ICU - Zone B
SCH00000723,STF1320,Nurse Jones,Physical Therapist,2026-01-18,07:00,15:00,ICU,ICU - Zone B
SCH00000724,STF9161,Nurse Jones,Physical Therapist,2026-01-18,07:00,19:00,ICU,ICU - Zone A
SCH00000725,STF8189,Dr. Brown,RN,2026-01-18,19:00,07:00,ICU,ICU - Zone C
SCH00000726,STF2144,Dr. Jones,CNA,2026-01-18,07:00,19:00,ICU,ICU - Zone B
